star,star_url,nationality
Brad Pitt,https://www.imdb.com/name/nm0000093/,USA
Stephen Graham,https://www.imdb.com/name/nm0334318/,UK
Vinnie Jones,https://www.imdb.com/name/nm0005068/,UK
Harrison Ford,https://www.imdb.com/name/nm0000148/,USA
Sean Connery,https://www.imdb.com/name/nm0000125/,UK
Alison Doody,https://www.imdb.com/name/nm0233145/,Ireland
Denholm Elliott,https://www.imdb.com/name/nm0001186/,UK
Darsheel Safary,https://www.imdb.com/name/nm2594301/,India
Aamir Khan,https://www.imdb.com/name/nm0451148/,India
Tisca Chopra,https://www.imdb.com/name/nm1538116/,India
Vipin Sharma,https://www.imdb.com/name/nm1479650/,India
Dean-Charles Chapman,https://www.imdb.com/name/nm2835616/,UK
George MacKay,https://www.imdb.com/name/nm1126657/,UK
Daniel Mays,https://www.imdb.com/name/nm0990547/,UK
Colin Firth,https://www.imdb.com/name/nm0000147/,UK
Bruno Ganz,https://www.imdb.com/name/nm0004486/,Switzerland
Alexandra Maria Lara,https://www.imdb.com/name/nm0487884/,Romania
Ulrich Matthes,https://www.imdb.com/name/nm0559890/,Germany
Juliane Köhler,https://www.imdb.com/name/nm0477810/,Germany
Aamir Khan,https://www.imdb.com/name/nm0451148/,India
Sakshi Tanwar,https://www.imdb.com/name/nm2799219/,India
Fatima Sana Shaikh,https://www.imdb.com/name/nm0760778/,India
Sanya Malhotra,https://www.imdb.com/name/nm7621667/,India
Christian Bale,https://www.imdb.com/name/nm0000288/,UK
Michael Caine,https://www.imdb.com/name/nm0000323/,UK
Ken Watanabe,https://www.imdb.com/name/nm0913822/,Japan
Liam Neeson,https://www.imdb.com/name/nm0000553/,UK
Charles Chaplin,https://www.imdb.com/name/nm0000122/,UK
Edna Purviance,https://www.imdb.com/name/nm0701012/,USA
Jackie Coogan,https://www.imdb.com/name/nm0001067/,USA
Carl Miller,https://www.imdb.com/name/nm0588033/,USA
Marilyn Monroe,https://www.imdb.com/name/nm0000054/,USA
Tony Curtis,https://www.imdb.com/name/nm0000348/,USA
Jack Lemmon,https://www.imdb.com/name/nm0000493/,USA
George Raft,https://www.imdb.com/name/nm0706368/,USA
Anthony Hopkins,https://www.imdb.com/name/nm0000164/,UK
Olivia Colman,https://www.imdb.com/name/nm1469236/,UK
Mark Gatiss,https://www.imdb.com/name/nm0309693/,UK
Olivia Williams,https://www.imdb.com/name/nm0931404/,UK
Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/,USA
Jonah Hill,https://www.imdb.com/name/nm1706767/,USA
Margot Robbie,https://www.imdb.com/name/nm3053338/,Australia
Matthew McConaughey,https://www.imdb.com/name/nm0000190/,USA
Viggo Mortensen,https://www.imdb.com/name/nm0001557/,USA
Mahershala Ali,https://www.imdb.com/name/nm0991810/,USA
Linda Cardellini,https://www.imdb.com/name/nm0004802/,USA
Sebastian Maniscalco,https://www.imdb.com/name/nm1724319/,USA
Spencer Tracy,https://www.imdb.com/name/nm0000075/,USA
Burt Lancaster,https://www.imdb.com/name/nm0000044/,USA
Richard Widmark,https://www.imdb.com/name/nm0001847/,USA
Marlene Dietrich,https://www.imdb.com/name/nm0000017/,Germany
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA
Sharon Stone,https://www.imdb.com/name/nm0000232/,USA
Joe Pesci,https://www.imdb.com/name/nm0000582/,USA
James Woods,https://www.imdb.com/name/nm0000249/,USA
Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/,Japan
Akira Terao,https://www.imdb.com/name/nm0855417/,Japan
Jinpachi Nezu,https://www.imdb.com/name/nm0628704/,Japan
Daisuke Ryû,https://www.imdb.com/name/nm0753480/,Japan
Ivana Baquero,https://www.imdb.com/name/nm1419440/,Spain
Ariadna Gil,https://www.imdb.com/name/nm0317725/,Spain
Sergi López,https://www.imdb.com/name/nm0530365/,Spain
Maribel Verdú,https://www.imdb.com/name/nm0893941/,Spain
Bruce Willis,https://www.imdb.com/name/nm0000246/,Germany
Haley Joel Osment,https://www.imdb.com/name/nm0005286/,USA
Toni Collette,https://www.imdb.com/name/nm0001057/,Australia
Olivia Williams,https://www.imdb.com/name/nm0931404/,UK
Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/,USA
Emily Mortimer,https://www.imdb.com/name/nm0607865/,UK
Mark Ruffalo,https://www.imdb.com/name/nm0749263/,USA
Ben Kingsley,https://www.imdb.com/name/nm0001426/,UK
Russell Crowe,https://www.imdb.com/name/nm0000128/,New Zealand
Ed Harris,https://www.imdb.com/name/nm0000438/,USA
Jennifer Connelly,https://www.imdb.com/name/nm0000124/,USA
Christopher Plummer,https://www.imdb.com/name/nm0001626/,Canada
Sam Neill,https://www.imdb.com/name/nm0000554/,UK
Laura Dern,https://www.imdb.com/name/nm0000368/,USA
Jeff Goldblum,https://www.imdb.com/name/nm0000156/,USA
Richard Attenborough,https://www.imdb.com/name/nm0000277/,UK
Toshirô Mifune,https://www.imdb.com/name/nm0001536/,China
Eijirô Tôno,https://www.imdb.com/name/nm0867391/,Japan
Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/,Japan
Yôko Tsukasa,https://www.imdb.com/name/nm0875362/,Japan
Humphrey Bogart,https://www.imdb.com/name/nm0000007/,USA
Walter Huston,https://www.imdb.com/name/nm0404158/,Canada
Tim Holt,https://www.imdb.com/name/nm0392529/,USA
Bruce Bennett,https://www.imdb.com/name/nm0071636/,USA
Graham Chapman,https://www.imdb.com/name/nm0001037/,UK
John Cleese,https://www.imdb.com/name/nm0000092/,UK
Eric Idle,https://www.imdb.com/name/nm0001385/,UK
Terry Gilliam,https://www.imdb.com/name/nm0000416/,USA
Steve McQueen,https://www.imdb.com/name/nm0000537/,USA
James Garner,https://www.imdb.com/name/nm0001258/,USA
Richard Attenborough,https://www.imdb.com/name/nm0000277/,UK
Charles Bronson,https://www.imdb.com/name/nm0000314/,USA
Tommy Lee Jones,https://www.imdb.com/name/nm0000169/,USA
Javier Bardem,https://www.imdb.com/name/nm0000849/,Spain
Josh Brolin,https://www.imdb.com/name/nm0000982/,USA
Woody Harrelson,https://www.imdb.com/name/nm0000437/,USA
Tom Holland,https://www.imdb.com/name/nm4043618/,UK
Zendaya,https://www.imdb.com/name/nm3918035/,USA
Benedict Cumberbatch,https://www.imdb.com/name/nm1212722/,UK
Jacob Batalon,https://www.imdb.com/name/nm8188622/,USA
Uma Thurman,https://www.imdb.com/name/nm0000235/,USA
David Carradine,https://www.imdb.com/name/nm0001016/,USA
Daryl Hannah,https://www.imdb.com/name/nm0000435/,USA
Michael Madsen,https://www.imdb.com/name/nm0000514/,USA
Toshirô Mifune,https://www.imdb.com/name/nm0001536/,China
Machiko Kyô,https://www.imdb.com/name/nm0477553/,Japan
Masayuki Mori,https://www.imdb.com/name/nm0605270/,Japan
Takashi Shimura,https://www.imdb.com/name/nm0793766/,Japan
Kurt Russell,https://www.imdb.com/name/nm0000621/,USA
Wilford Brimley,https://www.imdb.com/name/nm0000979/,USA
Keith David,https://www.imdb.com/name/nm0202966/,USA
Richard Masur,https://www.imdb.com/name/nm0557956/,USA
Albert Brooks,https://www.imdb.com/name/nm0000983/,USA
Ellen DeGeneres,https://www.imdb.com/name/nm0001122/,USA
Alexander Gould,https://www.imdb.com/name/nm1071252/,USA
Willem Dafoe,https://www.imdb.com/name/nm0000353/,USA
Anthony Hopkins,https://www.imdb.com/name/nm0000164/,UK
John Hurt,https://www.imdb.com/name/nm0000457/,UK
Anne Bancroft,https://www.imdb.com/name/nm0000843/,USA
John Gielgud,https://www.imdb.com/name/nm0000024/,UK
Jack Nicholson,https://www.imdb.com/name/nm0000197/,USA
Faye Dunaway,https://www.imdb.com/name/nm0001159/,USA
John Huston,https://www.imdb.com/name/nm0001379/,USA
Perry Lopez,https://www.imdb.com/name/nm0520164/,USA
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA
Cathy Moriarty,https://www.imdb.com/name/nm0001550/,USA
Joe Pesci,https://www.imdb.com/name/nm0000582/,USA
Frank Vincent,https://www.imdb.com/name/nm0898634/,USA
Hugo Weaving,https://www.imdb.com/name/nm0915989/,Nigeria
Natalie Portman,https://www.imdb.com/name/nm0000204/,Israel
Rupert Graves,https://www.imdb.com/name/nm0001291/,UK
Stephen Rea,https://www.imdb.com/name/nm0001653/,UK
Clark Gable,https://www.imdb.com/name/nm0000022/,USA
Vivien Leigh,https://www.imdb.com/name/nm0000046/,India
Thomas Mitchell,https://www.imdb.com/name/nm0593775/,USA
Barbara O'Neil,https://www.imdb.com/name/nm0641966/,USA
Jason Flemyng,https://www.imdb.com/name/nm0002076/,UK
Dexter Fletcher,https://www.imdb.com/name/nm0002077/,UK
Nick Moran,https://www.imdb.com/name/nm0602941/,UK
Jason Statham,https://www.imdb.com/name/nm0005458/,UK
Amy Poehler,https://www.imdb.com/name/nm0688132/,USA
Bill Hader,https://www.imdb.com/name/nm0352778/,USA
Lewis Black,https://www.imdb.com/name/nm0085400/,USA
Mindy Kaling,https://www.imdb.com/name/nm1411676/,USA
Ray Milland,https://www.imdb.com/name/nm0001537/,UK
Grace Kelly,https://www.imdb.com/name/nm0000038/,USA
Robert Cummings,https://www.imdb.com/name/nm0191950/,USA
John Williams,https://www.imdb.com/name/nm0002369/,UK
Ricardo Darín,https://www.imdb.com/name/nm0201857/,Argentina
Soledad Villamil,https://www.imdb.com/name/nm0897845/,Argentina
Pablo Rago,https://www.imdb.com/name/nm0706567/,Argentina
Carla Quevedo,https://www.imdb.com/name/nm3587952/,Argentina
Chieko Baisho,https://www.imdb.com/name/nm0047962/,Japan
Takuya Kimura,https://www.imdb.com/name/nm0454120/,Japan
Tatsuya Gashûin,https://www.imdb.com/name/nm0309107/,Japan
Akihiro Miwa,https://www.imdb.com/name/nm0594271/,Japan
Frances McDormand,https://www.imdb.com/name/nm0000531/,USA
Woody Harrelson,https://www.imdb.com/name/nm0000437/,USA
Sam Rockwell,https://www.imdb.com/name/nm0005377/,USA
Caleb Landry Jones,https://www.imdb.com/name/nm2655177/,USA
William Holden,https://www.imdb.com/name/nm0000034/,USA
Alec Guinness,https://www.imdb.com/name/nm0000027/,UK
Jack Hawkins,https://www.imdb.com/name/nm0370144/,UK
Sessue Hayakawa,https://www.imdb.com/name/nm0370564/,Japan
Hugh Jackman,https://www.imdb.com/name/nm0413168/,Australia
Jake Gyllenhaal,https://www.imdb.com/name/nm0350453/,USA
Viola Davis,https://www.imdb.com/name/nm0205626/,USA
Melissa Leo,https://www.imdb.com/name/nm0502425/,USA
Tom Hardy,https://www.imdb.com/name/nm0362766/,UK
Nick Nolte,https://www.imdb.com/name/nm0000560/,USA
Joel Edgerton,https://www.imdb.com/name/nm0249291/,Australia
Jennifer Morrison,https://www.imdb.com/name/nm0607185/,USA
William H. Macy,https://www.imdb.com/name/nm0000513/,USA
Frances McDormand,https://www.imdb.com/name/nm0000531/,USA
Steve Buscemi,https://www.imdb.com/name/nm0000114/,USA
Peter Stormare,https://www.imdb.com/name/nm0001780/,Sweden
Hitoshi Takagi,https://www.imdb.com/name/nm0847054/,NA
Noriko Hidaka,https://www.imdb.com/name/nm0383022/,Japan
Chika Sakamoto,https://www.imdb.com/name/nm0757076/,Japan
Shigesato Itoi,https://www.imdb.com/name/nm0411790/,Japan
Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/,USA
Tom Hanks,https://www.imdb.com/name/nm0000158/,USA
Christopher Walken,https://www.imdb.com/name/nm0000686/,USA
Martin Sheen,https://www.imdb.com/name/nm0000640/,USA
Hilary Swank,https://www.imdb.com/name/nm0005476/,USA
Clint Eastwood,https://www.imdb.com/name/nm0000142/,USA
Morgan Freeman,https://www.imdb.com/name/nm0000151/,USA
Jay Baruchel,https://www.imdb.com/name/nm0059431/,Canada
Mohammad Amir Naji,https://www.imdb.com/name/nm0619870/,NA
Amir Farrokh Hashemian,https://www.imdb.com/name/nm0268488/,NA
Bahare Seddiqi,https://www.imdb.com/name/nm0781245/,NA
Nafise Jafar-Mohammadi,https://www.imdb.com/name/nm0415412/,NA
Harrison Ford,https://www.imdb.com/name/nm0000148/,USA
Rutger Hauer,https://www.imdb.com/name/nm0000442/,Netherlands
Sean Young,https://www.imdb.com/name/nm0000707/,USA
Edward James Olmos,https://www.imdb.com/name/nm0001579/,USA
Charles Chaplin,https://www.imdb.com/name/nm0000122/,UK
Mack Swain,https://www.imdb.com/name/nm0841501/,USA
Tom Murray,https://www.imdb.com/name/nm0615306/,USA
Henry Bergman,https://www.imdb.com/name/nm0074788/,USA
Ethan Hawke,https://www.imdb.com/name/nm0000160/,USA
Julie Delpy,https://www.imdb.com/name/nm0000365/,France
Andrea Eckert,https://www.imdb.com/name/nm0248600/,Austria
Hanno Pöschl,https://www.imdb.com/name/nm0702541/,Austria
Chiwetel Ejiofor,https://www.imdb.com/name/nm0252230/,UK
Michael Kenneth Williams,https://www.imdb.com/name/nm0931324/,USA
Michael Fassbender,https://www.imdb.com/name/nm1055413/,Germany
Brad Pitt,https://www.imdb.com/name/nm0000093/,USA
Jason Schwartzman,https://www.imdb.com/name/nm0005403/,USA
J.K. Simmons,https://www.imdb.com/name/nm0799777/,USA
Rashida Jones,https://www.imdb.com/name/nm0429069/,USA
Will Sasso,https://www.imdb.com/name/nm0766005/,Canada
Daniel Radcliffe,https://www.imdb.com/name/nm0705356/,UK
Emma Watson,https://www.imdb.com/name/nm0914612/,France
Rupert Grint,https://www.imdb.com/name/nm0342488/,UK
Michael Gambon,https://www.imdb.com/name/nm0002091/,Ireland
Marlon Brando,https://www.imdb.com/name/nm0000008/,USA
Karl Malden,https://www.imdb.com/name/nm0001500/,USA
Lee J. Cobb,https://www.imdb.com/name/nm0002011/,USA
Rod Steiger,https://www.imdb.com/name/nm0001768/,USA
Charlton Heston,https://www.imdb.com/name/nm0000032/,USA
Jack Hawkins,https://www.imdb.com/name/nm0370144/,UK
Stephen Boyd,https://www.imdb.com/name/nm0000963/,UK
Haya Harareet,https://www.imdb.com/name/nm0361823/,Palestine
Ben Affleck,https://www.imdb.com/name/nm0000255/,USA
Rosamund Pike,https://www.imdb.com/name/nm0683253/,UK
Neil Patrick Harris,https://www.imdb.com/name/nm0000439/,USA
Tyler Perry,https://www.imdb.com/name/nm1347153/,USA
Ralph Fiennes,https://www.imdb.com/name/nm0000146/,UK
F. Murray Abraham,https://www.imdb.com/name/nm0000719/,USA
Mathieu Amalric,https://www.imdb.com/name/nm0023832/,France
Adrien Brody,https://www.imdb.com/name/nm0004778/,USA
Victor Sjöström,https://www.imdb.com/name/nm0803705/,Sweden
Bibi Andersson,https://www.imdb.com/name/nm0000761/,Sweden
Ingrid Thulin,https://www.imdb.com/name/nm0862026/,Sweden
Gunnar Björnstrand,https://www.imdb.com/name/nm0085038/,Sweden
Buster Keaton,https://www.imdb.com/name/nm0000036/,USA
Marion Mack,https://www.imdb.com/name/nm0533045/,NA
Glen Cavender,https://www.imdb.com/name/nm0147070/,USA
Jim Farley,https://www.imdb.com/name/nm0267650/,USA
Orson Welles,https://www.imdb.com/name/nm0000080/,USA
Joseph Cotten,https://www.imdb.com/name/nm0001072/,USA
Alida Valli,https://www.imdb.com/name/nm0885098/,Croatia
Trevor Howard,https://www.imdb.com/name/nm0002145/,UK
Daniel Day-Lewis,https://www.imdb.com/name/nm0000358/,UK
Pete Postlethwaite,https://www.imdb.com/name/nm0000592/,UK
Alison Crosbie,https://www.imdb.com/name/nm0188949/,NA
Philip King,https://www.imdb.com/name/nm2535022/,NA
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA
Christopher Walken,https://www.imdb.com/name/nm0000686/,USA
John Cazale,https://www.imdb.com/name/nm0001030/,USA
John Savage,https://www.imdb.com/name/nm0001698/,USA
Ryan O'Neal,https://www.imdb.com/name/nm0641939/,USA
Marisa Berenson,https://www.imdb.com/name/nm0001943/,USA
Patrick Magee,https://www.imdb.com/name/nm0535861/,UK
Hardy Krüger,https://www.imdb.com/name/nm0473228/,Germany
Andrew Garfield,https://www.imdb.com/name/nm1940449/,USA
Sam Worthington,https://www.imdb.com/name/nm0941777/,UK
Luke Bracey,https://www.imdb.com/name/nm3478396/,Australia
Teresa Palmer,https://www.imdb.com/name/nm1954240/,Australia
Yves Montand,https://www.imdb.com/name/nm0598971/,Italy
Charles Vanel,https://www.imdb.com/name/nm0889024/,France
Peter van Eyck,https://www.imdb.com/name/nm0886870/,Poland
Folco Lulli,https://www.imdb.com/name/nm0525793/,Italy
Song Kang-ho,https://www.imdb.com/name/nm0814280/,South Korea
Kim Sang-kyung,https://www.imdb.com/name/nm1235292/,South Korea
Roe-ha Kim,https://www.imdb.com/name/nm1323287/,South Korea
Jae-ho Song,https://www.imdb.com/name/nm1138201/,South Korea
Buster Keaton,https://www.imdb.com/name/nm0000036/,USA
Kathryn McGuire,https://www.imdb.com/name/nm0570230/,USA
Joe Keaton,https://www.imdb.com/name/nm0444172/,USA
Erwin Connelly,https://www.imdb.com/name/nm0175068/,USA
Darío Grandinetti,https://www.imdb.com/name/nm0334882/,Argentina
María Marull,https://www.imdb.com/name/nm0555404/,Argentina
Mónica Villa,https://www.imdb.com/name/nm0897640/,Argentina
Diego Starosta,https://www.imdb.com/name/nm0823435/,NA
Tom Hardy,https://www.imdb.com/name/nm0362766/,UK
Charlize Theron,https://www.imdb.com/name/nm0000234/,South Africa
Nicholas Hoult,https://www.imdb.com/name/nm0396558/,UK
Zoë Kravitz,https://www.imdb.com/name/nm2368789/,USA
Max von Sydow,https://www.imdb.com/name/nm0001884/,Sweden
Gunnar Björnstrand,https://www.imdb.com/name/nm0085038/,Sweden
Bengt Ekerot,https://www.imdb.com/name/nm0252345/,Sweden
Nils Poppe,https://www.imdb.com/name/nm0691555/,Sweden
Toni Collette,https://www.imdb.com/name/nm0001057/,Australia
Philip Seymour Hoffman,https://www.imdb.com/name/nm0000450/,USA
Eric Bana,https://www.imdb.com/name/nm0051509/,Australia
Barry Humphries,https://www.imdb.com/name/nm0402032/,Australia
Jay Baruchel,https://www.imdb.com/name/nm0059431/,Canada
Gerard Butler,https://www.imdb.com/name/nm0124930/,UK
Christopher Mintz-Plasse,https://www.imdb.com/name/nm2395586/,USA
Craig Ferguson,https://www.imdb.com/name/nm0272401/,UK
Brie Larson,https://www.imdb.com/name/nm0488953/,USA
Jacob Tremblay,https://www.imdb.com/name/nm5016878/,Canada
Sean Bridgers,https://www.imdb.com/name/nm0108703/,USA
Wendy Crewson,https://www.imdb.com/name/nm0187724/,Canada
Billy Crystal,https://www.imdb.com/name/nm0000345/,USA
John Goodman,https://www.imdb.com/name/nm0000422/,USA
Mary Gibbs,https://www.imdb.com/name/nm0316701/,USA
Steve Buscemi,https://www.imdb.com/name/nm0000114/,USA
Roy Scheider,https://www.imdb.com/name/nm0001702/,USA
Robert Shaw,https://www.imdb.com/name/nm0001727/,UK
Richard Dreyfuss,https://www.imdb.com/name/nm0000377/,USA
Lorraine Gary,https://www.imdb.com/name/nm0308882/,USA
Jeff Bridges,https://www.imdb.com/name/nm0000313/,USA
John Goodman,https://www.imdb.com/name/nm0000422/,USA
Julianne Moore,https://www.imdb.com/name/nm0000194/,USA
Steve Buscemi,https://www.imdb.com/name/nm0000114/,USA
Maria Falconetti,https://www.imdb.com/name/nm0266029/,France
Eugene Silvain,https://www.imdb.com/name/nm0798564/,France
André Berley,https://www.imdb.com/name/nm0075551/,France
Maurice Schutz,https://www.imdb.com/name/nm0776914/,France
Don Cheadle,https://www.imdb.com/name/nm0000332/,USA
Sophie Okonedo,https://www.imdb.com/name/nm0645683/,UK
Joaquin Phoenix,https://www.imdb.com/name/nm0001618/,Puerto Rico
Xolani Mali,https://www.imdb.com/name/nm1796730/,NA
Matt Damon,https://www.imdb.com/name/nm0000354/,USA
Christian Bale,https://www.imdb.com/name/nm0000288/,UK
Jon Bernthal,https://www.imdb.com/name/nm1256532/,USA
Caitríona Balfe,https://www.imdb.com/name/nm1495520/,Ireland
Sylvester Stallone,https://www.imdb.com/name/nm0000230/,USA
Talia Shire,https://www.imdb.com/name/nm0001735/,USA
Burt Young,https://www.imdb.com/name/nm0949350/,USA
Carl Weathers,https://www.imdb.com/name/nm0001835/,USA
Charlie Sheen,https://www.imdb.com/name/nm0000221/,USA
Tom Berenger,https://www.imdb.com/name/nm0000297/,USA
Willem Dafoe,https://www.imdb.com/name/nm0000353/,USA
Keith David,https://www.imdb.com/name/nm0202966/,USA
Brad Garrett,https://www.imdb.com/name/nm0004951/,USA
Lou Romano,https://www.imdb.com/name/nm0738918/,NA
Patton Oswalt,https://www.imdb.com/name/nm0652663/,USA
Ian Holm,https://www.imdb.com/name/nm0000453/,UK
Mark Ruffalo,https://www.imdb.com/name/nm0749263/,USA
Michael Keaton,https://www.imdb.com/name/nm0000474/,USA
Rachel McAdams,https://www.imdb.com/name/nm1046097/,Canada
Liev Schreiber,https://www.imdb.com/name/nm0000630/,USA
Arnold Schwarzenegger,https://www.imdb.com/name/nm0000216/,Austria
Linda Hamilton,https://www.imdb.com/name/nm0000157/,USA
Michael Biehn,https://www.imdb.com/name/nm0000299/,USA
Paul Winfield,https://www.imdb.com/name/nm0934902/,USA
Hugh Jackman,https://www.imdb.com/name/nm0413168/,Australia
Patrick Stewart,https://www.imdb.com/name/nm0001772/,UK
Dafne Keen,https://www.imdb.com/name/nm6748436/,Spain
Boyd Holbrook,https://www.imdb.com/name/nm2933542/,USA
Wil Wheaton,https://www.imdb.com/name/nm0000696/,USA
River Phoenix,https://www.imdb.com/name/nm0000203/,USA
Corey Feldman,https://www.imdb.com/name/nm0000397/,USA
Jerry O'Connell,https://www.imdb.com/name/nm0005278/,USA
Daniel Brühl,https://www.imdb.com/name/nm0117709/,Spain
Chris Hemsworth,https://www.imdb.com/name/nm1165110/,Australia
Olivia Wilde,https://www.imdb.com/name/nm1312575/,USA
Alexandra Maria Lara,https://www.imdb.com/name/nm0487884/,Romania
Emile Hirsch,https://www.imdb.com/name/nm0386472/,USA
Vince Vaughn,https://www.imdb.com/name/nm0000681/,USA
Catherine Keener,https://www.imdb.com/name/nm0001416/,USA
Marcia Gay Harden,https://www.imdb.com/name/nm0001315/,USA
Ethan Hawke,https://www.imdb.com/name/nm0000160/,USA
Julie Delpy,https://www.imdb.com/name/nm0000365/,France
Vernon Dobtcheff,https://www.imdb.com/name/nm0229943/,France
Louise Lemoine Torrès,https://www.imdb.com/name/nm1195302/,NA
Judy Garland,https://www.imdb.com/name/nm0000023/,USA
Frank Morgan,https://www.imdb.com/name/nm0604656/,USA
Ray Bolger,https://www.imdb.com/name/nm0001961/,USA
Bert Lahr,https://www.imdb.com/name/nm0481618/,USA
Bill Murray,https://www.imdb.com/name/nm0000195/,USA
Andie MacDowell,https://www.imdb.com/name/nm0000510/,USA
Chris Elliott,https://www.imdb.com/name/nm0254402/,USA
Stephen Tobolowsky,https://www.imdb.com/name/nm0864997/,USA
Myrna Loy,https://www.imdb.com/name/nm0001485/,USA
Dana Andrews,https://www.imdb.com/name/nm0000763/,USA
Fredric March,https://www.imdb.com/name/nm0545298/,USA
Teresa Wright,https://www.imdb.com/name/nm0942863/,USA
Ellen Burstyn,https://www.imdb.com/name/nm0000995/,USA
Max von Sydow,https://www.imdb.com/name/nm0001884/,Sweden
Linda Blair,https://www.imdb.com/name/nm0000304/,USA
Lee J. Cobb,https://www.imdb.com/name/nm0002011/,USA
Craig T. Nelson,https://www.imdb.com/name/nm0005266/,USA
Samuel L. Jackson,https://www.imdb.com/name/nm0000168/,USA
Holly Hunter,https://www.imdb.com/name/nm0000456/,USA
Jason Lee,https://www.imdb.com/name/nm0005134/,USA
Carole Lombard,https://www.imdb.com/name/nm0001479/,USA
Jack Benny,https://www.imdb.com/name/nm0000912/,USA
Robert Stack,https://www.imdb.com/name/nm0821041/,USA
Felix Bressart,https://www.imdb.com/name/nm0107795/,Russia
Vincent Cassel,https://www.imdb.com/name/nm0001993/,France
Hubert Koundé,https://www.imdb.com/name/nm0468003/,NA
Saïd Taghmaoui,https://www.imdb.com/name/nm0846548/,France
Abdel Ahmed Ghili,https://www.imdb.com/name/nm0315760/,NA
Brahim Hadjadj,https://www.imdb.com/name/nm0352835/,NA
Jean Martin,https://www.imdb.com/name/nm0552483/,France
Yacef Saadi,https://www.imdb.com/name/nm0754272/,Algeria
Samia Kerbash,https://www.imdb.com/name/nm0449197/,NA
Johnny Depp,https://www.imdb.com/name/nm0000136/,USA
Geoffrey Rush,https://www.imdb.com/name/nm0001691/,Australia
Orlando Bloom,https://www.imdb.com/name/nm0089217/,UK
Keira Knightley,https://www.imdb.com/name/nm0461136/,UK
Richard Gere,https://www.imdb.com/name/nm0000152/,USA
Joan Allen,https://www.imdb.com/name/nm0000260/,USA
Cary-Hiroyuki Tagawa,https://www.imdb.com/name/nm0846480/,Japan
Sarah Roemer,https://www.imdb.com/name/nm2105255/,USA
Suriya,https://www.imdb.com/name/nm1421814/,India
Lijo Mol Jose,https://www.imdb.com/name/nm7934649/,India
Manikandan K.,https://www.imdb.com/name/nm8904193/,India
Rajisha Vijayan,https://www.imdb.com/name/nm8135195/,India
Çetin Tekindor,https://www.imdb.com/name/nm1002038/,Turkey
Fikret Kuskan,https://www.imdb.com/name/nm0476334/,Turkey
Hümeyra,https://www.imdb.com/name/nm0406157/,Turkey
Ege Tanman,https://www.imdb.com/name/nm2020015/,Turkey
Emilio Echevarría,https://www.imdb.com/name/nm0248408/,Mexico
Gael García Bernal,https://www.imdb.com/name/nm0305558/,Mexico
Goya Toledo,https://www.imdb.com/name/nm0865949/,Spain
Álvaro Guerrero,https://www.imdb.com/name/nm0346270/,Mexico
Laurence Olivier,https://www.imdb.com/name/nm0000059/,UK
Joan Fontaine,https://www.imdb.com/name/nm0000021/,Japan
George Sanders,https://www.imdb.com/name/nm0001695/,Russia
Judith Anderson,https://www.imdb.com/name/nm0000752/,Australia
Paul Newman,https://www.imdb.com/name/nm0000056/,USA
George Kennedy,https://www.imdb.com/name/nm0001421/,USA
Strother Martin,https://www.imdb.com/name/nm0001510/,USA
J.D. Cannon,https://www.imdb.com/name/nm0134201/,USA
Kim Min-hee,https://www.imdb.com/name/nm1195119/,South Korea
Ha Jung-woo,https://www.imdb.com/name/nm1978402/,NA
Cho Jin-woong,https://www.imdb.com/name/nm2437361/,South Korea
Moon So-ri,https://www.imdb.com/name/nm0600668/,South Korea
Jean-Pierre Léaud,https://www.imdb.com/name/nm0529543/,France
Albert Rémy,https://www.imdb.com/name/nm0753716/,France
Claire Maurier,https://www.imdb.com/name/nm0561158/,France
Guy Decomble,https://www.imdb.com/name/nm0213948/,France
Julie Andrews,https://www.imdb.com/name/nm0000267/,UK
Christopher Plummer,https://www.imdb.com/name/nm0001626/,Canada
Eleanor Parker,https://www.imdb.com/name/nm0662223/,USA
Richard Haydn,https://www.imdb.com/name/nm0370821/,UK
Clark Gable,https://www.imdb.com/name/nm0000022/,USA
Claudette Colbert,https://www.imdb.com/name/nm0001055/,France
Walter Connolly,https://www.imdb.com/name/nm0175369/,USA
Roscoe Karns,https://www.imdb.com/name/nm0439850/,USA
Bibi Andersson,https://www.imdb.com/name/nm0000761/,Sweden
Liv Ullmann,https://www.imdb.com/name/nm0880521/,Japan
Margaretha Krook,https://www.imdb.com/name/nm0472234/,Sweden
Gunnar Björnstrand,https://www.imdb.com/name/nm0085038/,Sweden
Eli Marienthal,https://www.imdb.com/name/nm0547349/,USA
Harry Connick Jr.,https://www.imdb.com/name/nm0001065/,USA
Jennifer Aniston,https://www.imdb.com/name/nm0000098/,USA
Vin Diesel,https://www.imdb.com/name/nm0004874/,USA
Maksim Munzuk,https://www.imdb.com/name/nm0613364/,Russia
Yuriy Solomin,https://www.imdb.com/name/nm0813272/,Russia
Mikhail Bychkov,https://www.imdb.com/name/nm0125730/,Russia
